Lambda,Var1, Var10, Var20, Var50
0.1,1.1010539327816486,1.5747184229476754,2.1201060578515696,3.60375899412809
0.2,1.2082188750470861,2.2356854016073724,3.3687522930993756,7.076141507781529
0.30000000000000004,1.3355236326664013,2.9944620144770466,4.781795524492153,10.236154418454941
0.4,1.496762067518351,3.8918603678991013,6.782107433309388,14.262915231425238
0.5,1.7161606438729047,5.0666759180354255,9.255038286751127,20.64181435302942
0.6,2.0435366055026316,6.68069633713683,12.308736357205527,28.1254203233535
0.7,2.6210683552061833,9.689610270117075,17.885287956735503,39.14743414123394
0.7999999999999999,3.6926153354734192,16.134259841962656,29.253924026001147,74.56345077002479
0.8999999999999999,7.335935596612478,26.141617281265468,65.59846706881429,138.3847299880013
